S.No,Name,Year of Birth,Age,Gender,Address,Phone Number,Email,Number of Kids,Accomodation (Rent/Own),Anual Income,Sppeding tickets per year
14406,Brady Colon,2000,21,Male,1611/ DOUBLE CREEK/ Walker/ Rossville/ GA/ 30741,(404)825-9195,b-col24@msn.com,0,Own,60221.7,0
14407,Marissa Dejesus,2009,12,Female,7268/ DESIRABLE/ Cecil/ Georgetown/ MD/ 21930,(667)915-9826,marissa.dejesus08@msn.com,0,Rent,0.0,0
14408,Anita Ward,1965,56,Female,8881/ MILTON/ Wood/ Quitman/ TX/ 75783,(956)385-8347,anit.ward0808@hotmail.co.uk,0,Own,88690.14,0
14409,Ayden Ashley,2005,16,Male,2774/ PUTT/ Monroe/ Holly Grove/ AR/ 72069,(479)427-7867,ayden.ashley06@hotmail.com,0,Rent,3545.52,0
14410,Mason Waller,1991,30,Male,1542/ DUNKIRK/ Prince William/ Nokesville/ VA/ 20182,(571)670-2588,maso.waller@hotmail.fr,0,Own,83371.86,0
14411,Howard Mcclain,1949,73,Male,1880/ 7TH/ Pepin/ Durand/ WI/ 54736,(715)871-0162,h.mc1604@hotmail.co.uk,0,Own,89159.4,0
14412,Karl Mcknight,1940,81,Male,5505/ SIDEHILL/ Hamilton/ Indianapolis/ IN/ 46290,(317)567-5032,k.mcknig031240@gmail.com,0,Rent,13764.960000000001,0
14413,Manuel Bailey,1987,35,Male,1825/ DREXEL/ Erie/ Erie/ PA/ 16515,(570)599-8587,manuel.bai1702@wanadoo.fr,0,Own,66217.8,7
14414,Elmer Perez,1948,73,Male,6732/ SUNNY VALE/ San Diego/ San Diego/ CA/ 92126,(628)546-5554,elmer_perez220948@hotmail.fr,0,Rent,12774.3,0
14415,Henry Nunez,1985,36,Male,6345/ CURAHEE/ Logan/ Crescent/ OK/ 73028,(539)706-4957,henry_nune051285@gmail.com,2,Rent,45935.340000000004,7
14416,Loretta Barron,1956,65,Female,6113/ SIDEHILL/ Whiteside/ Rock Falls/ IL/ 61071,(779)912-2631,lore.bar1956@gmail.com,0,Rent,12982.86,0
14417,Amelia Lambert,2007,15,Female,1273/ N FM 620 SB TO PARMER/ Dallas/ Grand Prairie/ TX/ 75053,(210)230-2032,am.lambert2007@gmail.com,0,Rent,0.0,0
14418,Jesse Cabrera,1990,32,Male,5933/ BUMBLEBEE/ Nemaha/ Goff/ KS/ 66428,(620)705-6057,jess-cabr220290@gmail.com,2,Rent,35976.6,0
14419,Kayden Morin,2021,1,Male,2916/ CRESTLAND/ Fulton/ Atlanta/ GA/ 30377,(470)739-9377,kayden.mori2021@msn.com,0,Rent,0.0,0
14420,Melinda Dunlap,1960,62,Female,7148/ N CAP TX SB TO 2222/ Chautauqua/ Niobe/ NY/ 14758,(518)676-4715,melindadunlap1960@wanadoo.fr,0,Own,88794.42,0
14421,Anthony Parks,1974,47,Male,4599/ DORAL/ Oldham/ La Grange/ KY/ 40032,(859)509-5656,ant-pa081274@yahoo.fr,2,Own,2450.58,1
14422,Ariana Tillman,2017,4,Female,4141/ 10TH HALF/ Day/ Pierpont/ SD/ 57468,(605)851-9889,a.ti2017@msn.com,0,Rent,0.0,0
14423,Jeff Moss,1965,56,Male,1713/ JOHANNA/ Letcher/ Jeremiah/ KY/ 41826,(270)649-2514,jeff-moss1965@aol.com,0,Own,73100.28,1
14424,Lucy Coffey,2006,16,Female,7230/ REDWOOD/ Clark/ Las Vegas/ NV/ 89115,(725)505-6859,lu.coffey0802@gmail.com,0,Rent,13139.28,27
14425,Joseph Delaney,1999,22,Male,9638/ GEORGE/ Radford/ Radford/ VA/ 24143,(540)579-4994,jo.delaney23@wanadoo.fr,2,Rent,30501.9,1
14426,Kevin Willis,2000,21,Male,4224/ DEE/ Fayette/ Keisterville/ PA/ 15449,(215)309-6352,kevin.willis230900@aol.com,0,Rent,42181.26,0
14427,Chase Leonard,2014,8,Male,2917/ N 35 NB TO MIDDLE FISKVIL/ Aroostook/ Blaine/ ME/ 4734,(207)721-3898,chase_leonard@wanadoo.fr,0,Rent,0.0,0
14428,Natalie Sawyer,2011,10,Female,2048/ CUTBACK/ Lorain/ North Ridgeville/ OH/ 44039,(380)484-1423,natali-saw13@gmail.com,0,Rent,0.0,0
14429,Gabriella Burton,2008,13,Female,923/ BROCKMAN/ Calhoun/ Banner/ MS/ 38913,(769)425-1199,gabriella.burton1511@wanadoo.fr,0,Rent,0.0,0
14430,Nicole Zimmerman,2015,6,Female,3022/ CRUZ/ Clay/ Glen/ WV/ 25088,(681)630-5364,nicole.zimm151015@hotmail.com,0,Rent,0.0,0
14431,Jon Dixon,1963,58,Male,1403/ DALEVIEW/ Atkinson/ Axson/ GA/ 31624,(912)845-9760,jon-dixon1963@yahoo.com,0,Own,33943.14,0
14432,Joshua Sargent,2000,22,Male,2338/ COLLEGE/ Oxford/ Peru/ ME/ 4290,(207)751-2188,joshua.sargent@orange.fr,0,Rent,17623.32,0
14433,Rodney Farrell,1982,40,Male,2517/ MC NEIL TO RESEARCH SB/ Butte/ Chico/ CA/ 95928,(530)722-3861,rodne.farrel@msn.com,0,Own,94790.52,3
14434,Lisa Mcneil,1979,42,Female,3452/ DRUMMOND/ Saint Clair/ East Saint Louis/ IL/ 62203,(708)471-1787,lisa.mcneil1979@hotmail.co.uk,1,Rent,16945.5,5
14435,Lyla Flores,2016,6,Female,5296/ COMBURG/ Moore/ Lakeview/ NC/ 28350,(252)715-2464,ly.flo@orange.fr,0,Rent,0.0,0
14436,Jackie Richard,1964,58,Female,859/ CASSIA/ Kitsap/ Olalla/ WA/ 98359,(206)802-3946,jackie.r1964@yahoo.fr,0,Own,62463.72,1
14437,Stanley Gallegos,1979,42,Male,3152/ MOPAC SB TO WILLIAM CANNO/ Russell/ Cottonton/ AL/ 36851,(334)457-5879,stanl.gallegos@hotmail.co.uk,0,Own,68876.94,2
14438,Jameson Byrd,2011,10,Male,855/ DREXEL/ Houghton/ Copper City/ MI/ 49917,(734)719-7686,j.b050911@orange.fr,0,Rent,0.0,0
14439,Danny Cline,1943,78,Male,4093/ CAYUGA/ Bolivar/ Boyle/ MS/ 38730,(662)214-6891,danny.cl@wanadoo.fr,0,Rent,36550.14,0
14440,Angel Norton,1978,43,Female,2665/ CLEAR VIEW/ Klickitat/ Roosevelt/ WA/ 99356,(253)474-0570,angel.n1978@hotmail.co.uk,2,Own,80399.88,6
14441,Roger Lawson,1948,73,Male,896/ CORNISH HEN/ Lackawanna/ Scranton/ PA/ 18522,(570)513-9930,roger.lawson1948@orange.fr,2,Own,105062.1,0
14442,Cameron Bridges,1996,25,Male,9939/ N 35 SB TO CESAR CHAVEZ/ Koochiching/ Littlefork/ MN/ 56653,(612)501-4738,camero.bridges562@aol.com,0,Own,52296.42,8
14443,Melvin Allen,1976,45,Male,4221/ GREENWICH/ Washington/ Caryville/ FL/ 32427,(305)485-3128,melvin_al1976@hotmail.fr,2,Own,64288.62,0
14444,Kaitlin Petty,1995,27,Female,5065/ PASTEL/ Dewitt/ Clinton/ IL/ 61727,(779)610-0703,k-petty06@yahoo.fr,0,Own,56884.74,8
14445,Liam Reeves,2006,16,Male,7252/ DANIEL BOONE/ Wayne/ Equinunk/ PA/ 18417,(570)259-1867,liam_reeve1804@hotmail.fr,0,Own,19761.06,7
14446,Bruce Gay,1984,37,Male,8568/ ABOVE STRATFORD/ Mercer/ Carlton/ PA/ 16311,(267)248-3883,bruce-g@wanadoo.fr,0,Rent,10010.880000000001,2
14447,Joe Frederick,1981,40,Male,3103/ BRUSHY CREEK/ Champaign/ Sidney/ IL/ 61877,(618)564-0642,joe.frede200981@hotmail.co.uk,0,Own,94842.66,0
14448,Summer Compton,2009,13,Female,8339/ GAZELLE/ Douglas/ Omaha/ NE/ 68124,(308)658-0150,summ-c310309@aol.com,0,Rent,0.0,0
14449,Reagan Randall,2017,4,Female,4560/ PEYTON/ Montgomery/ Montgomery/ TX/ 77316,(512)380-3900,reagan.ran2017@aol.com,0,Own,0.0,0
14450,Shannon Fernandez,1999,23,Female,5542/ DELCREST/ Merced/ Winton/ CA/ 95388,(764)237-5772,shfe@wanadoo.fr,0,Own,56624.04,0
14451,Trevor Pate,1998,23,Male,9757/ CHADWYCK/ Liberty/ Rye/ TX/ 77369,(254)582-2419,trevor.pate2506@orange.fr,0,Rent,41034.18,0
14452,Jimmie Delgado,1958,63,Male,9996/ DITTMAR OAKS/ Bingham/ Blackfoot/ ID/ 83221,(208)701-8903,jimm.delgad2307@wanadoo.fr,0,Rent,38114.340000000004,0
14453,Charles Webb,1978,43,Male,4173/ DONNELL/ Dauphin/ Harrisburg/ PA/ 17140,(610)589-9045,charl.we240978@hotmail.co.uk,1,Own,94477.68000000001,2
14454,Curtis Stevens,1949,72,Male,843/ DRINGENBERG/ Lyon/ Smith/ NV/ 89430,(725)449-2173,c_s@aol.com,3,Own,98336.04000000001,0
14455,Kristine Cotton,1960,62,Female,6155/ COLONIAL CLUB/ Champaign/ Mingo/ OH/ 43047,(216)361-7549,kristine-cotton0904@hotmail.co.uk,0,Own,91297.14,1
14456,Justin Mckee,1979,42,Male,2686/ DRUMMOND/ Saint Tammany/ Covington/ LA/ 70435,(225)563-9404,justin.mck@yahoo.com,2,Rent,30919.02,5
14457,Austin Barrera,2020,2,Male,309/ DANVILLE/ Powell/ Ovando/ MT/ 59854,(406)430-8994,austin.barrera0105@yahoo.fr,0,Rent,0.0,0
14458,Pamela Berger,1957,65,Female,1155/ N IH 35 SB TO 8TH/ Kent/ Millington/ MD/ 21651,(667)784-2034,pamela.berg1957@hotmail.com,2,Own,61681.62,0
14459,Rachel Sawyer,1958,63,Female,9554/ DUNES/ Bexar/ San Antonio/ TX/ 78256,(713)656-0038,rachel.sawyer261258@hotmail.fr,0,Own,39574.26,0
14460,Evan Woods,2011,10,Male,3120/ DEATONHILL/ Brown/ Higginsport/ OH/ 45131,(234)839-3551,evan.wo15@msn.com,0,Rent,0.0,0
14461,Leon Franks,1950,72,Male,6799/ CLEARVIEW/ Benton/ Luzerne/ IA/ 52257,(563)622-0384,le-frank306@hotmail.com,0,Own,40095.66,0
14462,Rebecca Trevino,1970,51,Female,9340/ LAKEVIEW/ Grafton/ Lebanon/ NH/ 3756,(603)998-7575,rebecca.trevino1970@aol.com,1,Own,52.14,0
14463,Lisa Owen,1996,26,Female,4461/ CONCHO/ Jefferson/ Worthville/ PA/ 15784,(878)556-2220,lisaowe2801@yahoo.com,1,Own,79044.24,0
14464,Cristina Stout,1986,35,Female,7094/ GREENOCK/ Limestone/ Athens/ AL/ 35614,(334)485-5192,cristina-sto05@yahoo.com,0,Rent,208.56,0
14465,Nathaniel Beasley,1999,23,Male,1258/ HARVEY/ Aleutians East/ Cold Bay/ AK/ 99571,(907)338-4614,na-beasley0904@aol.com,2,Own,51618.6,0
14466,Wendy Clayton,1950,71,Female,9719/ BRIARWOOD/ Nicholas/ Tioga/ WV/ 26691,(681)724-8759,wendy.clayton1950@hotmail.fr,0,Rent,11783.64,0
14467,Allison Petty,2013,8,Female,5604/ GLENDALE/ Fulton/ Camp/ AR/ 72520,(501)321-5273,al.pe@wanadoo.fr,0,Rent,0.0,0
14468,Kaiden Dyer,2022,0,Male,9528/ BRASSIE/ Davidson/ Nashville/ TN/ 37238,(629)703-3803,kaidendyer1402@gmail.com,0,Rent,0.0,0
14469,Johnny Morin,1993,28,Male,3746/ MOPAC NB TO WILLIAM CANNO/ Manatee/ Holmes Beach/ FL/ 34218,(786)708-4713,johnn_mo@yahoo.com,0,Rent,44371.14,10
14470,Christian Mitchell,2009,12,Male,9995/ CHESTNUT/ Iredell/ Turnersburg/ NC/ 28688,(704)643-8412,christia.mit534@yahoo.com,0,Rent,0.0,0
14471,Bradley Mccoy,2014,8,Male,7727/ SIDEHILL/ Barnstable/ West Dennis/ MA/ 2670,(857)518-3292,bradley.mccoy@msn.com,0,Rent,0.0,0
14472,Kelly Delaney,1975,46,Male,195/ BOXTREE/ Dare/ Avon/ NC/ 27915,(910)285-0263,k_del0507@yahoo.com,0,Rent,43589.04,2
14473,William Morrow,1995,27,Male,7106/ GAULT/ Williamson/ Colp/ IL/ 62921,(779)295-5648,william-morrow19@aol.com,0,Own,62359.44,6
14474,Jeanne Christian,1965,56,Female,297/ CORNISH HEN/ Lancaster/ Ronks/ PA/ 17572,(724)933-5345,jean.christia1406@orange.fr,0,Rent,24714.36,0
14475,Emily Ingram,1971,51,Female,6266/ CHEYENNE/ Salt Lake/ Salt Lake City/ UT/ 84165,(435)912-9165,e-ingram@gmail.com,0,Own,62150.88,0
14476,Trevor Lawrence,2003,18,Male,5548/ GAULT/ Lake/ Witter Springs/ CA/ 95493,(562)355-8205,trevor-la@wanadoo.fr,0,Rent,49220.16,0
14477,Brendan Floyd,1988,33,Male,1007/ BROWN/ Grayson/ Tioga/ TX/ 76271,(737)973-2684,brendan-floyd0106@hotmail.co.uk,0,Own,91192.86,0
14478,Shane Cooley,1985,37,Male,9800/ CONCHOS/ Tangipahoa/ Roseland/ LA/ 70456,(318)704-3894,shane.cool0801@hotmail.com,2,Own,93174.18000000001,2
14479,Sarah Mills,1985,36,Female,3749/ DEXLER/ / FPO/ AP/ 96372,(389)811-4943,sar.mi1985@msn.com,0,Rent,17623.32,4
14480,Morgan Wall,2007,15,Female,3602/ FUNSTON/ Saint Louis/ Ballwin/ MO/ 63024,(417)811-3256,mor.wal0402@hotmail.com,0,Rent,0.0,0
14481,Zachary Castro,2009,12,Male,8604/ PONTON/ Cape May/ Marmora/ NJ/ 8223,(973)281-1900,zacha-castro2009@aol.com,0,Rent,0.0,0
14482,Tiffany Curry,1985,36,Female,3882/ BRUNSWICK/ Sedgwick/ Wichita/ KS/ 67275,(316)822-5682,tiffany-curry@aol.com,1,Own,79409.22,0
14483,Charles Chan,1973,48,Male,6631/ DOYAL/ Beaufort/ Pinetown/ NC/ 27865,(704)794-1992,c-chan100673@hotmail.com,3,Own,88742.28,0
14484,Joel Koch,2016,5,Male,9292/ EVANS/ Le Flore/ Howe/ OK/ 74940,(580)855-0435,joelkoch2016@gmail.com,0,Rent,0.0,0
14485,Edwin King,1939,82,Male,9117/ GONZALES/ Hampden/ Chicopee/ MA/ 1014,(413)701-6811,edwin_king230639@yahoo.com,1,Own,74768.76,0
14486,Caroline Winters,1985,37,Female,7250/ EDGERTON/ Los Angeles/ Torrance/ CA/ 90509,(628)338-7269,ca_win0802@yahoo.com,0,Rent,42129.12,0
14487,Alana Hines,2018,3,Female,9380/ BRYONWOOD/ Kingman/ Rago/ KS/ 67128,(913)331-8173,a-h08@gmail.com,0,Own,0.0,0
14488,Louis Thomas,1970,52,Male,3970/ CUMULUS/ Lincoln/ San Patricio/ NM/ 88348,(505)712-3129,lou.t040170@msn.com,1,Own,89472.24,0
14489,Cynthia Dotson,1958,63,Female,2140/ BIRCH/ Essex/ Andover/ MA/ 5544,(774)730-4408,cynthi-dotson0109@aol.com,0,Rent,7195.32,0
14490,Andrea Moss,2009,13,Female,9663/ CEDAR EDGE/ Mora/ Chacon/ NM/ 87713,(575)943-6810,andrea-moss2009@msn.com,0,Rent,0.0,0
14491,Brooke Rosario,2003,18,Female,5727/ 2ND/ Bailey/ Maple/ TX/ 79344,(713)650-5965,br-r1006@yahoo.com,0,Rent,27686.34,0
14492,Jeremy Lester,2013,8,Male,4551/ BROOKHOLLOW/ Santa Clara/ San Jose/ CA/ 95196,(661)926-9162,jeremy_lester@yahoo.fr,0,Rent,0.0,0
14493,Mila Duran,2020,2,Female,3737/ CIRCLE J/ Hancock/ Sneedville/ TN/ 37869,(931)558-2986,milad240220@hotmail.co.uk,0,Rent,0.0,0
14494,Rhonda Melendez,1951,70,Female,2772/ FUNSTON/ Pierce/ Tacoma/ WA/ 98481,(564)634-5802,rhon.mele1951@orange.fr,3,Own,48542.340000000004,0
14495,Melanie Carson,1956,66,Female,7228/ DARLEEN/ Greene/ Dayton/ OH/ 45431,(440)677-2997,melacars426@gmail.com,2,Own,36498.0,0
14496,Toni Nunez,1954,68,Female,2890/ BROOKHOLLOW/ Arlington/ Arlington/ VA/ 22215,(703)651-8788,toni.nune@yahoo.com,3,Own,76593.66,0
14497,Michele Smith,1976,45,Female,6885/ DIONYSUS/ Berks/ Shartlesville/ PA/ 19554,(724)721-4346,michel-smi398@hotmail.fr,1,Own,62568.0,2
14498,Lillian Callahan,2007,15,Female,8704/ DELWOOD/ Harford/ Street/ MD/ 21154,(410)774-4155,lillian.callahan05@yahoo.com,0,Rent,0.0,0
14499,Jonathan Ashley,2016,5,Male,1132/ CURAHEE/ Kenton/ Morning View/ KY/ 41063,(606)648-0650,jonathan.ashl02@hotmail.com,0,Rent,0.0,0
14500,Xavier Campbell,2017,4,Male,670/ BLACK LOCUST/ Sussex/ Fenwick Island/ DE/ 19944,(302)681-6747,xavie-campbell@yahoo.com,0,Own,0.0,0
14501,Lynn Rivas,1972,50,Female,161/ BRUSHY GLEN/ Humphreys/ Mc Ewen/ TN/ 37101,(731)963-7294,lyrivas25@aol.com,1,Own,74403.78,3
14502,Geraldine Morales,1950,71,Female,6643/ N IH 35 NB TO E 290 EB/ Richmond/ Hamlet/ NC/ 28345,(984)420-0127,geraldine.mora@yahoo.com,2,Own,76489.38,0
14503,Pamela Hancock,1989,33,Female,4587/ SUMMIT/ Santa Barbara/ Carpinteria/ CA/ 93013,(760)236-6328,pam.ha1989@yahoo.com,1,Own,62515.86,6
14504,Brady Tran,2022,0,Male,2346/ COLUMBUS/ Saint Mary/ Franklin/ LA/ 70538,(985)566-8082,bra.tr2601@hotmail.com,0,Rent,0.0,0
14505,Alexandra Savage,1996,26,Female,3268/ CROWN RIDGE/ Pawnee/ Lewiston/ NE/ 68380,(402)731-8679,al-savage14@gmail.com,0,Own,70336.86,0
14506,Jimmy Woodard,1953,68,Male,6241/ DUNSMERE/ Sussex/ Milford/ DE/ 19963,(302)863-7747,jimmy.woodar1953@wanadoo.fr,0,Own,85926.72,0
14507,Lawrence William,1939,82,Male,5008/ DODGE CATTLE/ Piscataquis/ Monson/ ME/ 4464,(207)475-9388,lawrence.willia@gmail.com,3,Own,67729.86,0
14508,Tanya Bennett,1966,55,Female,6006/ 41ST/ Sacramento/ Sacramento/ CA/ 94208,(747)517-3870,tanyabennett08@yahoo.com,0,Own,79513.5,0
14509,April Delaney,1964,57,Female,3887/ DALLUM/ Kemper/ Preston/ MS/ 39354,(228)381-1462,april.delaney01@hotmail.com,0,Own,77792.88,0
14510,Ella Wooten,2006,15,Female,2616/ ALLEN/ Bucks/ Forest Grove/ PA/ 18922,(610)738-8368,ella_wo2311@hotmail.com,0,Rent,0.0,0
14511,Kennedy Osborn,2002,20,Female,5161/ PARELL/ El Paso/ Colorado Springs/ CO/ 80901,(303)808-8081,ken_osbor2002@hotmail.com,0,Rent,35507.340000000004,0
14512,Edward Harris,1970,52,Male,3097/ BETHPAGE/ Henderson/ Naples/ NC/ 28760,(704)586-2520,edward-harris1970@aol.com,2,Own,43589.04,2
14513,Tina Riddle,1989,32,Female,1310/ DONNA JANE/ Northampton/ Mount Bethel/ PA/ 18343,(610)220-6596,tina.riddle1989@gmail.com,0,Own,68407.68000000001,0
14514,Claudia Reed,1989,32,Female,9268/ CLEAR VIEW/ Nelson/ Pekin/ ND/ 58361,(701)892-6852,claudia.ree0905@gmail.com,0,Own,72943.86,14
14515,Timothy Roman,1986,36,Male,4861/ MARY/ Sandoval/ Corrales/ NM/ 87048,(575)854-2969,timothy.roman270286@aol.com,0,Rent,48959.46,0
14516,Yolanda Jones,1963,58,Female,9297/ GROOMS/ Lafayette/ Bradley/ AR/ 71826,(479)916-8503,yol.jo@orange.fr,2,Own,69711.18000000001,0
14517,Karen Benjamin,2006,15,Female,5637/ PRIMWOOD/ Wake/ Raleigh/ NC/ 27619,(252)785-1400,karen-benjamin@orange.fr,0,Rent,0.0,23
14518,Deanna Prince,1996,25,Female,2448/ DANWOOD/ Garfield/ Panguitch/ UT/ 84759,(385)257-0804,dea.prince1996@hotmail.com,0,Own,51566.46,0
14519,Eduardo Livingston,1994,27,Male,4545/ EARL/ Newaygo/ Fremont/ MI/ 49412,(734)616-5693,eduardo.livingston@orange.fr,0,Own,54799.14,11
14520,Erika Rosales,1987,35,Female,6774/ COMMERCE/ Muskogee/ Council Hill/ OK/ 74428,(918)530-1668,erika.rosale1987@orange.fr,0,Own,36028.74,10
14521,Stephen Meyers,1951,70,Male,7937/ COLORADO/ Pinellas/ Dunedin/ FL/ 34697,(954)375-2526,stephen.meyers1951@wanadoo.fr,2,Rent,26122.14,0
14522,Ellie Curtis,2013,8,Female,4643/ CHALET/ Emery/ Huntington/ UT/ 84528,(385)915-0157,elli.curtis11@yahoo.com,0,Rent,0.0,0
14523,Marc Pena,1956,65,Male,9865/ BERWICK/ Los Angeles/ Burbank/ CA/ 91503,(949)216-9209,marc.pen12@gmail.com,0,Rent,44266.86,0
14524,Jason Sweeney,2017,4,Male,3024/ LACEY OAK/ Bayfield/ Drummond/ WI/ 54832,(715)806-1482,jason-swe220617@gmail.com,0,Rent,0.0,0
14525,Annabelle Quinn,2011,10,Female,2448/ 15TH/ Middlesex/ Waltham/ MA/ 2453,(781)405-4996,aqui170611@wanadoo.fr,0,Rent,0.0,0
14526,Briana Ewing,1992,30,Female,7690/ DOMINIC/ Dinwiddie/ Ammon/ VA/ 23822,(571)450-6021,briana-ewing270492@wanadoo.fr,1,Own,20960.28,15
14527,Victor Charles,1949,72,Male,3045/ SUMMIT/ Genesee/ Goodrich/ MI/ 48438,(269)901-0600,victor.charles22@yahoo.com,0,Own,67052.04,0
14528,Vicky Bradford,1951,70,Female,1609/ N IH 35 LD SB TO MLK/ San Bernardino/ Cedar Glen/ CA/ 92321,(619)253-4283,vick.bradford110951@orange.fr,1,Own,78470.7,0
14529,Daryl Abbott,1963,58,Male,6300/ N 35 NB TO MIDDLE FISKVIL/ Mason/ Maysville/ KY/ 41056,(270)420-4925,daryl-abbott111063@hotmail.com,0,Own,112883.1,0
14530,Christopher Luna,2004,18,Male,4952/ 30TH/ Sequatchie/ Whitwell/ TN/ 37397,(865)471-0603,ch.l02@hotmail.fr,0,Rent,25861.44,18
14531,Herman Spencer,1945,76,Male,652/ GRANT/ Mayes/ Pryor/ OK/ 74361,(405)885-9525,herma-spenc01@aol.com,2,Own,59543.88,0
14532,Mary Stanley,1958,63,Female,9385/ DAGON/ Kern/ Mc Farland/ CA/ 93250,(213)279-2466,mary.stan1958@orange.fr,0,Rent,25705.02,0
14533,Joan Dalton,1958,63,Female,2324/ DEIDRA/ Prairie/ Mildred/ MT/ 59341,(406)289-1425,j_d1607@msn.com,0,Own,9124.5,0
14534,April Ferguson,1985,37,Female,5838/ DENISE/ Bear Lake/ Dingle/ ID/ 83233,(208)916-1548,apr.ferg701@yahoo.fr,3,Own,83945.4,0
14535,Leslie Fletcher,1959,63,Female,307/ KIRSCHNER/ Marion/ New Bloomington/ OH/ 43341,(283)576-6344,le_fle09@hotmail.com,0,Own,20334.6,0
14536,Jonathon Mullen,1991,30,Male,153/ GRAND/ Polk/ Des Moines/ IA/ 50318,(641)657-6697,jonat.m@orange.fr,0,Own,84571.08,9
14537,Nicolas Vinson,2015,7,Male,1854/ CHICO/ Kingman/ Spivey/ KS/ 67142,(913)642-3864,n.vinson250115@yahoo.com,0,Rent,0.0,0
14538,Isla Hogan,2016,5,Female,6452/ PEDDLE/ Westmoreland/ Torrance/ PA/ 15779,(412)509-1454,is.hoga0606@yahoo.com,0,Rent,0.0,0
14539,Bonnie Sharp,1979,43,Female,7028/ COMBURG/ Lafayette/ Lafayette/ LA/ 70596,(504)352-9231,bon-s@yahoo.com,4,Rent,44736.12,4
14540,Isabella Knight,2005,16,Female,1703/ DENTON/ Montcalm/ Pierson/ MI/ 49339,(586)920-8131,isabella.k2005@msn.com,0,Rent,34881.66,0
14541,Grant Slater,1994,27,Male,4314/ BOXTREE/ Humacao/ Humacao/ PR/ 791,(939)472-5469,grant-slat17@yahoo.fr,0,Own,8707.38,0
14542,Guy Weaver,1961,61,Male,6380/ CRANSTON/ Boyle/ Danville/ KY/ 40422,(606)598-2212,guyweaver2903@hotmail.com,2,Own,39417.840000000004,0
14543,Jeanne Briggs,1942,80,Female,4718/ N IH 35 NB TO IH 35 UD NB/ Daviess/ West Louisville/ KY/ 42377,(270)884-6980,jea-b1942@hotmail.com,2,Own,68407.68000000001,0
14544,Alexis Stewart,2021,1,Female,3274/ GRANDVIEW/ Essex/ Averill/ VT/ 5901,(802)901-2724,alexis_stewa242@hotmail.co.uk,0,Rent,0.0,0
14545,Brenda Baird,1950,71,Female,2457/ DEXMOOR/ San Lorenzo/ San Lorenzo/ PR/ 754,(939)691-3943,bren_baird@yahoo.com,0,Own,56780.46,0
14546,Clara Preston,2020,1,Female,3687/ DOVEHILL/ Washoe/ Reno/ NV/ 89520,(775)310-5002,clara.pres06@hotmail.co.uk,0,Rent,0.0,0
14547,Zachary Golden,1994,27,Male,4616/ DRIFTING LEAF/ Grant/ Elgin/ ND/ 58533,(701)649-0253,zachary.golden1994@wanadoo.fr,3,Own,46561.020000000004,9
14548,Ivan Michael,2009,12,Male,3873/ N CAP TX TO RESEARCH SB/ Presque Isle/ Presque Isle/ MI/ 49777,(906)604-0694,ivan-michae@yahoo.com,0,Rent,0.0,0
14549,Lisa Pearson,1966,56,Female,7945/ DESTINY HILLS/ Loudoun/ Ashburn/ VA/ 20149,(571)468-2651,lisa-pears0202@yahoo.com,2,Own,87021.66,0
14550,Nicholas Richardson,1954,68,Male,583/ CURLEW/ Owyhee/ Homedale/ ID/ 83628,(208)321-0355,nich-richardson1954@yahoo.com,2,Rent,21585.96,0
14551,Bob Mason,1963,58,Male,1799/ DESCO/ Izard/ Brockwell/ AR/ 72517,(479)689-5530,b.mas2112@hotmail.com,2,Own,118253.52,0
14552,Jeffery Sears,1975,46,Male,6078/ COMSTOCK/ Orange/ Howells/ NY/ 10932,(716)204-1836,jeffer.sear825@orange.fr,0,Own,92027.1,0
14553,Lance Moody,1988,33,Male,5646/ BENNETT RIDGE/ Cook/ Evanston/ IL/ 60208,(779)291-7493,lance.m310888@hotmail.fr,2,Rent,42285.54,2
14554,Sophie Vasquez,2009,12,Female,5811/ N IH 35 NB TO ANDERSON/ Grundy/ Laredo/ MO/ 64652,(417)365-7629,so.vasque13@wanadoo.fr,0,Rent,0.0,0
14555,Jasmin Hogan,2009,13,Female,8501/ ARROWHEAD/ Moultrie/ Lovington/ IL/ 61937,(847)565-7706,jasmin.ho290309@msn.com,0,Rent,0.0,0
14556,Sidney Mcintosh,1949,72,Male,7907/ 40TH/ Ottawa/ Quapaw/ OK/ 74363,(539)914-4324,sidneymcin@yahoo.fr,1,Own,99639.54000000001,0
14557,Devin Goodwin,1995,27,Male,9817/ BEROL/ Meriwether/ Gay/ GA/ 30218,(912)801-3218,devingo15@hotmail.co.uk,0,Own,60795.24,4
14558,Glen Carrillo,1966,55,Male,421/ COMANCHE CREEK/ Hancock/ Lewisport/ KY/ 42351,(270)870-5286,glen.carri0411@hotmail.com,1,Own,98492.46,0
14559,Catherine Pittman,2006,15,Female,5331/ DOT/ Broome/ Vestal/ NY/ 13850,(929)591-2592,catherine.pittman24@msn.com,0,Rent,0.0,0
14560,Curtis Pate,1979,42,Male,8239/ DELWOOD/ Madison/ Alhambra/ IL/ 62001,(464)462-4340,curtispat19@hotmail.com,0,Own,109963.26,0
14561,Vincent Sargent,1970,52,Male,3586/ KILDARE/ Beaver/ Georgetown/ PA/ 15043,(717)655-8076,vincent_sargent@wanadoo.fr,0,Own,10845.12,1
14562,Glenda Vinson,1957,65,Female,4295/ GARDEN/ Guernsey/ Senecaville/ OH/ 43780,(216)424-2471,g-vi910@hotmail.fr,0,Own,33995.28,0
